# eta lambda l= m to 9 (computed with gyre.eval_lambda)
57.16000 4.0175510269e+00 3.5004582680e+03 2.9640135099e+04 8.1912688025e+04 1.6032114626e+05 2.6486567972e+05 3.9554632073e+05 5.5236307896e+05
57.18000 4.0175448687e+00 3.5028250495e+03 2.9660796281e+04 8.1969938001e+04 1.6043327944e+05 2.6505099049e+05 3.9582310350e+05 5.5274962813e+05
57.20000 4.0175387149e+00 3.5051926310e+03 2.9681464664e+04 8.2027207977e+04 1.6054545181e+05 2.6523636606e+05 3.9609998308e+05 5.5313631251e+05
57.22000 4.0175325654e+00 3.5075610126e+03 2.9702140246e+04 8.2084497953e+04 1.6065766338e+05 2.6542180644e+05 3.9637695945e+05 5.5352313208e+05
57.24000 4.0175264202e+00 3.5099301941e+03 2.9722823029e+04 8.2141807929e+04 1.6076991416e+05 2.6560731161e+05 3.9665403262e+05 5.5391008685e+05
57.26000 4.0175202793e+00 3.5123001757e+03 2.9743513011e+04 8.2199137905e+04 1.6088220413e+05 2.6579288158e+05 3.9693120260e+05 5.5429717683e+05
57.28000 4.0175141427e+00 3.5146709572e+03 2.9764210194e+04 8.2256487881e+04 1.6099453331e+05 2.6597851636e+05 3.9720846937e+05 5.5468440200e+05
57.30000 4.0175080104e+00 3.5170425388e+03 2.9784914576e+04 8.2313857856e+04 1.6110690168e+05 2.6616421593e+05 3.9748583294e+05 5.5507176237e+05
57.32000 4.0175018824e+00 3.5194149204e+03 2.9805626159e+04 8.2371247832e+04 1.6121930926e+05 2.6634998030e+05 3.9776329332e+05 5.5545925795e+05
57.34000 4.0174957587e+00 3.5217881020e+03 2.9826344941e+04 8.2428657808e+04 1.6133175603e+05 2.6653580948e+05 3.9804085049e+05 5.5584688872e+05
57.36000 4.0174896392e+00 3.5241620837e+03 2.9847070924e+04 8.2486087784e+04 1.6144424200e+05 2.6672170345e+05 3.9831850446e+05 5.5623465470e+05
57.38000 4.0174835241e+00 3.5265368653e+03 2.9867804107e+04 8.2543537760e+04 1.6155676718e+05 2.6690766222e+05 3.9859625524e+05 5.5662255587e+05
57.40000 4.0174774132e+00 3.5289124470e+03 2.9888544489e+04 8.2601007736e+04 1.6166933155e+05 2.6709368580e+05 3.9887410281e+05 5.5701059224e+05
57.42000 4.0174713066e+00 3.5312888286e+03 2.9909292072e+04 8.2658497712e+04 1.6178193513e+05 2.6727977417e+05 3.9915204718e+05 5.5739876382e+05
57.44000 4.0174652042e+00 3.5336660103e+03 2.9930046854e+04 8.2716007688e+04 1.6189457790e+05 2.6746592735e+05 3.9943008836e+05 5.5778707059e+05
57.46000 4.0174591061e+00 3.5360439920e+03 2.9950808837e+04 8.2773537664e+04 1.6200725987e+05 2.6765214532e+05 3.9970822633e+05 5.5817551257e+05
57.48000 4.0174530123e+00 3.5384227737e+03 2.9971578020e+04 8.2831087641e+04 1.6211998105e+05 2.6783842809e+05 3.9998646110e+05 5.5856408974e+05
57.50000 4.0174469227e+00 3.5408023554e+03 2.9992354402e+04 8.2888657617e+04 1.6223274142e+05 2.6802477567e+05 4.0026479268e+05 5.5895280211e+05
57.52000 4.0174408374e+00 3.5431827371e+03 3.0013137985e+04 8.2946247593e+04 1.6234554100e+05 2.6821118804e+05 4.0054322105e+05 5.5934164969e+05
57.54000 4.0174347563e+00 3.5455639189e+03 3.0033928768e+04 8.3003857569e+04 1.6245837977e+05 2.6839766521e+05 4.0082174623e+05 5.5973063246e+05
57.56000 4.0174286795e+00 3.5479459006e+03 3.0054726750e+04 8.3061487545e+04 1.6257125775e+05 2.6858420719e+05 4.0110036820e+05 5.6011975043e+05
57.58000 4.0174226069e+00 3.5503286824e+03 3.0075531933e+04 8.3119137521e+04 1.6268417492e+05 2.6877081396e+05 4.0137908697e+05 5.6050900361e+05
57.60000 4.0174165385e+00 3.5527122642e+03 3.0096344316e+04 8.3176807497e+04 1.6279713129e+05 2.6895748554e+05 4.0165790255e+05 5.6089839198e+05
57.62000 4.0174104743e+00 3.5550966460e+03 3.0117163899e+04 8.3234497474e+04 1.6291012687e+05 2.6914422191e+05 4.0193681492e+05 5.6128791556e+05
57.64000 4.0174044144e+00 3.5574818278e+03 3.0137990681e+04 8.3292207450e+04 1.6302316164e+05 2.6933102308e+05 4.0221582409e+05 5.6167757433e+05
57.66000 4.0173983587e+00 3.5598678096e+03 3.0158824664e+04 8.3349937426e+04 1.6313623562e+05 2.6951788906e+05 4.0249493007e+05 5.6206736830e+05
57.68000 4.0173923072e+00 3.5622545914e+03 3.0179665847e+04 8.3407687402e+04 1.6324934879e+05 2.6970481983e+05 4.0277413284e+05 5.6245729748e+05
57.70000 4.0173862599e+00 3.5646421733e+03 3.0200514230e+04 8.3465457378e+04 1.6336250117e+05 2.6989181540e+05 4.0305343242e+05 5.6284736185e+05
57.72000 4.0173802168e+00 3.5670305551e+03 3.0221369812e+04 8.3523247355e+04 1.6347569274e+05 2.7007887578e+05 4.0333282879e+05 5.6323756143e+05
57.74000 4.0173741779e+00 3.5694197370e+03 3.0242232595e+04 8.3581057331e+04 1.6358892352e+05 2.7026600095e+05 4.0361232196e+05 5.6362789620e+05
57.76000 4.0173681432e+00 3.5718097189e+03 3.0263102578e+04 8.3638887307e+04 1.6370219349e+05 2.7045319093e+05 4.0389191194e+05 5.6401836617e+05
57.78000 4.0173621126e+00 3.5742005008e+03 3.0283979761e+04 8.3696737284e+04 1.6381550266e+05 2.7064044570e+05 4.0417159871e+05 5.6440897135e+05
57.80000 4.0173560863e+00 3.5765920827e+03 3.0304864144e+04 8.3754607260e+04 1.6392885104e+05 2.7082776527e+05 4.0445138229e+05 5.6479971172e+05
57.82000 4.0173500642e+00 3.5789844646e+03 3.0325755727e+04 8.3812497236e+04 1.6404223861e+05 2.7101514965e+05 4.0473126266e+05 5.6519058730e+05
57.84000 4.0173440462e+00 3.5813776465e+03 3.0346654509e+04 8.3870407213e+04 1.6415566539e+05 2.7120259882e+05 4.0501123983e+05 5.6558159807e+05
57.86000 4.0173380324e+00 3.5837716285e+03 3.0367560492e+04 8.3928337189e+04 1.6426913136e+05 2.7139011280e+05 4.0529131381e+05 5.6597274405e+05
57.88000 4.0173320228e+00 3.5861664104e+03 3.0388473675e+04 8.3986287166e+04 1.6438263654e+05 2.7157769157e+05 4.0557148458e+05 5.6636402522e+05
57.90000 4.0173260173e+00 3.5885619924e+03 3.0409394058e+04 8.4044257142e+04 1.6449618091e+05 2.7176533514e+05 4.0585175215e+05 5.6675544159e+05
57.92000 4.0173200160e+00 3.5909583744e+03 3.0430321641e+04 8.4102247118e+04 1.6460976449e+05 2.7195304352e+05 4.0613211653e+05 5.6714699317e+05
57.94000 4.0173140189e+00 3.5933555564e+03 3.0451256424e+04 8.4160257095e+04 1.6472338726e+05 2.7214081669e+05 4.0641257770e+05 5.6753867994e+05
57.96000 4.0173080259e+00 3.5957535384e+03 3.0472198407e+04 8.4218287071e+04 1.6483704924e+05 2.7232865467e+05 4.0669313568e+05 5.6793050192e+05
57.98000 4.0173020370e+00 3.5981523204e+03 3.0493147590e+04 8.4276337048e+04 1.6495075041e+05 2.7251655744e+05 4.0697379045e+05 5.6832245909e+05
58.00000 4.0172960523e+00 3.6005519024e+03 3.0514103973e+04 8.4334407024e+04 1.6506449079e+05 2.7270452501e+05 4.0725454203e+05 5.6871455147e+05
58.02000 4.0172900718e+00 3.6029522845e+03 3.0535067556e+04 8.4392497001e+04 1.6517827036e+05 2.7289255739e+05 4.0753539040e+05 5.6910677904e+05
58.04000 4.0172840953e+00 3.6053534665e+03 3.0556038339e+04 8.4450606977e+04 1.6529208913e+05 2.7308065456e+05 4.0781633557e+05 5.6949914181e+05
58.06000 4.0172781230e+00 3.6077554486e+03 3.0577016322e+04 8.4508736954e+04 1.6540594711e+05 2.7326881654e+05 4.0809737755e+05 5.6989163979e+05
58.08000 4.0172721549e+00 3.6101582307e+03 3.0598001505e+04 8.4566886931e+04 1.6551984428e+05 2.7345704331e+05 4.0837851632e+05 5.7028427296e+05
58.10000 4.0172661908e+00 3.6125618128e+03 3.0618993888e+04 8.4625056907e+04 1.6563378066e+05 2.7364533489e+05 4.0865975190e+05 5.7067704134e+05
58.12000 4.0172602309e+00 3.6149661949e+03 3.0639993471e+04 8.4683246884e+04 1.6574775623e+05 2.7383369126e+05 4.0894108427e+05 5.7106994491e+05
58.14000 4.0172542751e+00 3.6173713770e+03 3.0661000254e+04 8.4741456860e+04 1.6586177101e+05 2.7402211243e+05 4.0922251344e+05 5.7146298369e+05
58.16000 4.0172483233e+00 3.6197773591e+03 3.0682014237e+04 8.4799686837e+04 1.6597582498e+05 2.7421059841e+05 4.0950403942e+05 5.7185615766e+05
58.18000 4.0172423757e+00 3.6221841413e+03 3.0703035420e+04 8.4857936814e+04 1.6608991816e+05 2.7439914918e+05 4.0978566219e+05 5.7224946683e+05
58.20000 4.0172364322e+00 3.6245917234e+03 3.0724063803e+04 8.4916206790e+04 1.6620405053e+05 2.7458776476e+05 4.1006738177e+05 5.7264291121e+05
58.22000 4.0172304928e+00 3.6270001056e+03 3.0745099386e+04 8.4974496767e+04 1.6631822211e+05 2.7477644513e+05 4.1034919814e+05 5.7303649078e+05
58.24000 4.0172245575e+00 3.6294092878e+03 3.0766142169e+04 8.5032806744e+04 1.6643243288e+05 2.7496519031e+05 4.1063111132e+05 5.7343020556e+05
58.26000 4.0172186262e+00 3.6318192700e+03 3.0787192153e+04 8.5091136720e+04 1.6654668286e+05 2.7515400028e+05 4.1091312129e+05 5.7382405553e+05
58.28000 4.0172126991e+00 3.6342300522e+03 3.0808249336e+04 8.5149486697e+04 1.6666097203e+05 2.7534287505e+05 4.1119522806e+05 5.7421804071e+05
58.30000 4.0172067760e+00 3.6366416344e+03 3.0829313719e+04 8.5207856674e+04 1.6677530041e+05 2.7553181463e+05 4.1147743164e+05 5.7461216108e+05
58.32000 4.0172008570e+00 3.6390540166e+03 3.0850385302e+04 8.5266246651e+04 1.6688966798e+05 2.7572081900e+05 4.1175973201e+05 5.7500641666e+05
58.34000 4.0171949421e+00 3.6414671989e+03 3.0871464085e+04 8.5324656627e+04 1.6700407476e+05 2.7590988818e+05 4.1204212919e+05 5.7540080743e+05
58.36000 4.0171890312e+00 3.6438811811e+03 3.0892550068e+04 8.5383086604e+04 1.6711852073e+05 2.7609902215e+05 4.1232462316e+05 5.7579533341e+05
58.38000 4.0171831244e+00 3.6462959634e+03 3.0913643252e+04 8.5441536581e+04 1.6723300591e+05 2.7628822093e+05 4.1260721394e+05 5.7618999458e+05
58.40000 4.0171772217e+00 3.6487115457e+03 3.0934743635e+04 8.5500006558e+04 1.6734753028e+05 2.7647748450e+05 4.1288990151e+05 5.7658479095e+05
58.42000 4.0171713230e+00 3.6511279279e+03 3.0955851218e+04 8.5558496535e+04 1.6746209386e+05 2.7666681288e+05 4.1317268589e+05 5.7697972253e+05
58.44000 4.0171654283e+00 3.6535451102e+03 3.0976966001e+04 8.5617006512e+04 1.6757669663e+05 2.7685620605e+05 4.1345556706e+05 5.7737478930e+05
58.46000 4.0171595377e+00 3.6559630926e+03 3.0998087984e+04 8.5675536488e+04 1.6769133861e+05 2.7704566403e+05 4.1373854503e+05 5.7776999128e+05
58.48000 4.0171536512e+00 3.6583818749e+03 3.1019217168e+04 8.5734086465e+04 1.6780601978e+05 2.7723518680e+05 4.1402161981e+05 5.7816532845e+05
58.50000 4.0171477687e+00 3.6608014572e+03 3.1040353551e+04 8.5792656442e+04 1.6792074016e+05 2.7742477437e+05 4.1430479138e+05 5.7856080083e+05
58.52000 4.0171418902e+00 3.6632218396e+03 3.1061497134e+04 8.5851246419e+04 1.6803549973e+05 2.7761442675e+05 4.1458805976e+05 5.7895640840e+05
58.54000 4.0171360157e+00 3.6656430219e+03 3.1082647917e+04 8.5909856396e+04 1.6815029851e+05 2.7780414392e+05 4.1487142493e+05 5.7935215118e+05
58.56000 4.0171301453e+00 3.6680650043e+03 3.1103805901e+04 8.5968486373e+04 1.6826513648e+05 2.7799392590e+05 4.1515488691e+05 5.7974802915e+05
58.58000 4.0171242789e+00 3.6704877867e+03 3.1124971084e+04 8.6027136350e+04 1.6838001366e+05 2.7818377267e+05 4.1543844568e+05 5.8014404233e+05
58.60000 4.0171184165e+00 3.6729113691e+03 3.1146143467e+04 8.6085806327e+04 1.6849493003e+05 2.7837368425e+05 4.1572210126e+05 5.8054019070e+05
58.62000 4.0171125581e+00 3.6753357515e+03 3.1167323051e+04 8.6144496304e+04 1.6860988561e+05 2.7856366062e+05 4.1600585363e+05 5.8093647428e+05
58.64000 4.0171067038e+00 3.6777609339e+03 3.1188509834e+04 8.6203206281e+04 1.6872488039e+05 2.7875370180e+05 4.1628970281e+05 5.8133289305e+05
58.66000 4.0171008534e+00 3.6801869164e+03 3.1209703817e+04 8.6261936258e+04 1.6883991436e+05 2.7894380777e+05 4.1657364878e+05 5.8172944703e+05
58.68000 4.0170950070e+00 3.6826136988e+03 3.1230905001e+04 8.6320686235e+04 1.6895498754e+05 2.7913397855e+05 4.1685769156e+05 5.8212613620e+05
58.70000 4.0170891646e+00 3.6850412813e+03 3.1252113384e+04 8.6379456212e+04 1.6907009991e+05 2.7932421412e+05 4.1714183113e+05 5.8252296058e+05
58.72000 4.0170833263e+00 3.6874696637e+03 3.1273328968e+04 8.6438246189e+04 1.6918525149e+05 2.7951451450e+05 4.1742606750e+05 5.8291992015e+05
58.74000 4.0170774919e+00 3.6898988462e+03 3.1294551751e+04 8.6497056167e+04 1.6930044226e+05 2.7970487967e+05 4.1771040068e+05 5.8331701493e+05
58.76000 4.0170716615e+00 3.6923288287e+03 3.1315781734e+04 8.6555886144e+04 1.6941567224e+05 2.7989530965e+05 4.1799483065e+05 5.8371424490e+05
58.78000 4.0170658350e+00 3.6947596112e+03 3.1337018918e+04 8.6614736121e+04 1.6953094141e+05 2.8008580442e+05 4.1827935743e+05 5.8411161008e+05
58.80000 4.0170600126e+00 3.6971911937e+03 3.1358263301e+04 8.6673606098e+04 1.6964624979e+05 2.8027636400e+05 4.1856398100e+05 5.8450911045e+05
58.82000 4.0170541941e+00 3.6996235763e+03 3.1379514885e+04 8.6732496075e+04 1.6976159736e+05 2.8046698837e+05 4.1884870138e+05 5.8490674603e+05
58.84000 4.0170483796e+00 3.7020567588e+03 3.1400773668e+04 8.6791406052e+04 1.6987698414e+05 2.8065767755e+05 4.1913351855e+05 5.8530451680e+05
58.86000 4.0170425690e+00 3.7044907414e+03 3.1422039652e+04 8.6850336029e+04 1.6999241011e+05 2.8084843152e+05 4.1941843253e+05 5.8570242278e+05
58.88000 4.0170367624e+00 3.7069255239e+03 3.1443312835e+04 8.6909286007e+04 1.7010787529e+05 2.8103925030e+05 4.1970344330e+05 5.8610046395e+05
58.90000 4.0170309598e+00 3.7093611065e+03 3.1464593219e+04 8.6968255984e+04 1.7022337967e+05 2.8123013387e+05 4.1998855088e+05 5.8649864033e+05
58.92000 4.0170251611e+00 3.7117974891e+03 3.1485880802e+04 8.7027245961e+04 1.7033892324e+05 2.8142108225e+05 4.2027375525e+05 5.8689695190e+05
58.94000 4.0170193663e+00 3.7142346717e+03 3.1507175586e+04 8.7086255938e+04 1.7045450602e+05 2.8161209542e+05 4.2055905643e+05 5.8729539868e+05
58.96000 4.0170135756e+00 3.7166726543e+03 3.1528477569e+04 8.7145285916e+04 1.7057012799e+05 2.8180317340e+05 4.2084445440e+05 5.8769398065e+05
58.98000 4.0170077887e+00 3.7191114370e+03 3.1549786753e+04 8.7204335893e+04 1.7068578917e+05 2.8199431617e+05 4.2112994918e+05 5.8809269783e+05
59.00000 4.0170020058e+00 3.7215510196e+03 3.1571103136e+04 8.7263405870e+04 1.7080148954e+05 2.8218552375e+05 4.2141554075e+05 5.8849155020e+05
59.02000 4.0169962268e+00 3.7239914022e+03 3.1592426720e+04 8.7322495848e+04 1.7091722912e+05 2.8237679612e+05 4.2170122913e+05 5.8889053778e+05
59.04000 4.0169904517e+00 3.7264325849e+03 3.1613757503e+04 8.7381605825e+04 1.7103300789e+05 2.8256813330e+05 4.2198701430e+05 5.8928966055e+05
59.06000 4.0169846806e+00 3.7288745676e+03 3.1635095487e+04 8.7440735802e+04 1.7114882587e+05 2.8275953527e+05 4.2227289628e+05 5.8968891853e+05
59.08000 4.0169789133e+00 3.7313173503e+03 3.1656440671e+04 8.7499885780e+04 1.7126468305e+05 2.8295100205e+05 4.2255887505e+05 5.9008831170e+05
59.10000 4.0169731500e+00 3.7337609330e+03 3.1677793054e+04 8.7559055757e+04 1.7138057942e+05 2.8314253362e+05 4.2284495063e+05 5.9048784008e+05
59.12000 4.0169673906e+00 3.7362053157e+03 3.1699152638e+04 8.7618245734e+04 1.7149651500e+05 2.8333413000e+05 4.2313112300e+05 5.9088750365e+05
59.14000 4.0169616351e+00 3.7386504984e+03 3.1720519421e+04 8.7677455712e+04 1.7161248977e+05 2.8352579117e+05 4.2341739218e+05 5.9128730243e+05
59.16000 4.0169558836e+00 3.7410964811e+03 3.1741893405e+04 8.7736685689e+04 1.7172850375e+05 2.8371751715e+05 4.2370375815e+05 5.9168723640e+05
59.18000 4.0169501359e+00 3.7435432639e+03 3.1763274589e+04 8.7795935667e+04 1.7184455692e+05 2.8390930792e+05 4.2399022093e+05 5.9208730558e+05
59.20000 4.0169443921e+00 3.7459908466e+03 3.1784662972e+04 8.7855205644e+04 1.7196064930e+05 2.8410116350e+05 4.2427678050e+05 5.9248750996e+05
59.22000 4.0169386522e+00 3.7484392294e+03 3.1806058556e+04 8.7914495622e+04 1.7207678088e+05 2.8429308387e+05 4.2456343688e+05 5.9288784953e+05
59.24000 4.0169329161e+00 3.7508884122e+03 3.1827461340e+04 8.7973805599e+04 1.7219295165e+05 2.8448506905e+05 4.2485019005e+05 5.9328832431e+05
59.26000 4.0169271840e+00 3.7533383949e+03 3.1848871323e+04 8.8033135577e+04 1.7230916163e+05 2.8467711902e+05 4.2513704003e+05 5.9368893428e+05
59.28000 4.0169214558e+00 3.7557891777e+03 3.1870288507e+04 8.8092485554e+04 1.7242541080e+05 2.8486923380e+05 4.2542398680e+05 5.9408967946e+05
59.30000 4.0169157314e+00 3.7582407606e+03 3.1891712891e+04 8.8151855532e+04 1.7254169918e+05 2.8506141337e+05 4.2571103038e+05 5.9449055983e+05
59.32000 4.0169100109e+00 3.7606931434e+03 3.1913144475e+04 8.8211245509e+04 1.7265802675e+05 2.8525365775e+05 4.2599817075e+05 5.9489157541e+05
59.34000 4.0169042942e+00 3.7631463262e+03 3.1934583258e+04 8.8270655487e+04 1.7277439353e+05 2.8544596692e+05 4.2628540793e+05 5.9529272618e+05
59.36000 4.0168985815e+00 3.7656003091e+03 3.1956029242e+04 8.8330085465e+04 1.7289079951e+05 2.8563834090e+05 4.2657274191e+05 5.9569401216e+05
59.38000 4.0168928725e+00 3.7680550919e+03 3.1977482426e+04 8.8389535442e+04 1.7300724468e+05 2.8583077967e+05 4.2686017268e+05 5.9609543333e+05
59.40000 4.0168871675e+00 3.7705106748e+03 3.1998942810e+04 8.8449005420e+04 1.7312372906e+05 2.8602328325e+05 4.2714770026e+05 5.9649698971e+05
59.42000 4.0168814663e+00 3.7729670577e+03 3.2020410393e+04 8.8508495397e+04 1.7324025263e+05 2.8621585162e+05 4.2743532463e+05 5.9689868128e+05
59.44000 4.0168757689e+00 3.7754242406e+03 3.2041885177e+04 8.8568005375e+04 1.7335681541e+05 2.8640848480e+05 4.2772304581e+05 5.9730050806e+05
59.46000 4.0168700754e+00 3.7778822235e+03 3.2063367161e+04 8.8627535353e+04 1.7347341739e+05 2.8660118278e+05 4.2801086378e+05 5.9770247004e+05
59.48000 4.0168643857e+00 3.7803410064e+03 3.2084856345e+04 8.8687085330e+04 1.7359005856e+05 2.8679394555e+05 4.2829877856e+05 5.9810456721e+05
59.50000 4.0168586999e+00 3.7828005893e+03 3.2106352729e+04 8.8746655308e+04 1.7370673894e+05 2.8698677313e+05 4.2858679013e+05 5.9850679959e+05
59.52000 4.0168530179e+00 3.7852609723e+03 3.2127856313e+04 8.8806245286e+04 1.7382345851e+05 2.8717966550e+05 4.2887489851e+05 5.9890916716e+05
59.54000 4.0168473397e+00 3.7877221552e+03 3.2149367096e+04 8.8865855264e+04 1.7394021729e+05 2.8737262268e+05 4.2916310368e+05 5.9931166994e+05
59.56000 4.0168416653e+00 3.7901841382e+03 3.2170885080e+04 8.8925485241e+04 1.7405701527e+05 2.8756564465e+05 4.2945140566e+05 5.9971430791e+05
59.58000 4.0168359948e+00 3.7926469212e+03 3.2192410264e+04 8.8985135219e+04 1.7417385244e+05 2.8775873143e+05 4.2973980443e+05 6.0011708109e+05
59.60000 4.0168303281e+00 3.7951105042e+03 3.2213942648e+04 8.9044805197e+04 1.7429072882e+05 2.8795188300e+05 4.3002830001e+05 6.0051998947e+05
59.62000 4.0168246652e+00 3.7975748872e+03 3.2235482232e+04 8.9104495175e+04 1.7440764439e+05 2.8814509938e+05 4.3031689239e+05 6.0092303304e+05
59.64000 4.0168190061e+00 3.8000400702e+03 3.2257029016e+04 8.9164205152e+04 1.7452459917e+05 2.8833838056e+05 4.3060558156e+05 6.0132621182e+05
59.66000 4.0168133508e+00 3.8025060532e+03 3.2278583000e+04 8.9223935130e+04 1.7464159315e+05 2.8853172653e+05 4.3089436754e+05 6.0172952579e+05
59.68000 4.0168076993e+00 3.8049728362e+03 3.2300144184e+04 8.9283685108e+04 1.7475862632e+05 2.8872513731e+05 4.3118325031e+05 6.0213297497e+05
59.70000 4.0168020516e+00 3.8074404193e+03 3.2321712568e+04 8.9343455086e+04 1.7487569870e+05 2.8891861288e+05 4.3147222989e+05 6.0253655934e+05
59.72000 4.0167964077e+00 3.8099088023e+03 3.2343288152e+04 8.9403245064e+04 1.7499281027e+05 2.8911215326e+05 4.3176130626e+05 6.0294027892e+05
59.74000 4.0167907676e+00 3.8123779854e+03 3.2364870936e+04 8.9463055042e+04 1.7510996105e+05 2.8930575843e+05 4.3205047944e+05 6.0334413370e+05
59.76000 4.0167851313e+00 3.8148479685e+03 3.2386460920e+04 8.9522885020e+04 1.7522715103e+05 2.8949942841e+05 4.3233974941e+05 6.0374812367e+05
59.78000 4.0167794988e+00 3.8173187515e+03 3.2408058104e+04 8.9582734997e+04 1.7534438020e+05 2.8969316318e+05 4.3262911619e+05 6.0415224885e+05
59.80000 4.0167738700e+00 3.8197903346e+03 3.2429662488e+04 8.9642604975e+04 1.7546164858e+05 2.8988696276e+05 4.3291857977e+05 6.0455650922e+05
59.82000 4.0167682450e+00 3.8222627178e+03 3.2451274072e+04 8.9702494953e+04 1.7557895616e+05 2.9008082714e+05 4.3320814014e+05 6.0496090480e+05
59.84000 4.0167626238e+00 3.8247359009e+03 3.2472892856e+04 8.9762404931e+04 1.7569630293e+05 2.9027475631e+05 4.3349779732e+05 6.0536543557e+05
59.86000 4.0167570064e+00 3.8272098840e+03 3.2494518840e+04 8.9822334909e+04 1.7581368891e+05 2.9046875029e+05 4.3378755129e+05 6.0577010155e+05
59.88000 4.0167513927e+00 3.8296846672e+03 3.2516152024e+04 8.9882284887e+04 1.7593111408e+05 2.9066280906e+05 4.3407740207e+05 6.0617490273e+05
59.90000 4.0167457828e+00 3.8321602503e+03 3.2537792408e+04 8.9942254865e+04 1.7604857846e+05 2.9085693264e+05 4.3436734964e+05 6.0657983910e+05
59.92000 4.0167401766e+00 3.8346366335e+03 3.2559439992e+04 9.0002244843e+04 1.7616608204e+05 2.9105112101e+05 4.3465739402e+05 6.0698491068e+05
59.94000 4.0167345742e+00 3.8371138167e+03 3.2581094776e+04 9.0062254821e+04 1.7628362481e+05 2.9124537419e+05 4.3494753520e+05 6.0739011745e+05
59.96000 4.0167289755e+00 3.8395917999e+03 3.2602756760e+04 9.0122284799e+04 1.7640120679e+05 2.9143969217e+05 4.3523777317e+05 6.0779545943e+05
59.98000 4.0167233806e+00 3.8420705831e+03 3.2624425944e+04 9.0182334777e+04 1.7651882797e+05 2.9163407494e+05 4.3552810795e+05 6.0820093661e+05
60.00000 4.0167177894e+00 3.8445501663e+03 3.2646102328e+04 9.0242404755e+04 1.7663648834e+05 2.9182852252e+05 4.3581853952e+05 6.0860654898e+05
60.02000 4.0167122020e+00 3.8470305495e+03 3.2667785912e+04 9.0302494733e+04 1.7675418792e+05 2.9202303489e+05 4.3610906790e+05 6.0901229656e+05
60.04000 4.0167066183e+00 3.8495117327e+03 3.2689476696e+04 9.0362604712e+04 1.7687192670e+05 2.9221761207e+05 4.3639969307e+05 6.0941817933e+05
60.06000 4.0167010383e+00 3.8519937160e+03 3.2711174680e+04 9.0422734690e+04 1.7698970467e+05 2.9241225405e+05 4.3669041505e+05 6.0982419731e+05
60.08000 4.0166954620e+00 3.8544764992e+03 3.2732879865e+04 9.0482884668e+04 1.7710752185e+05 2.9260696082e+05 4.3698123383e+05 6.1023035049e+05
